pmid,split,num_tokens,participants_spans,interventions_spans,outcomes_spans,text_preview
9493479,train,267,"healthy volunteers with neurasthenic complaints . | Sixty-four healthy volunteers ( aged 40 to 65 years ) , selected on the basis of fulfilling the ICD-10 F48.0 criteria for neurasthenia",ginkgo biloba/panax ginseng combination | Ginkgo biloba/ginseng combination | placebo . | placebo .,"cognitive , subjective , and physical effects | cognitive function | Cognitive Drug Research ( CDR ) computerized assessment system , the Vienna Determination Unit , cycle ergometry , and various questionnaires . | well tolerated | dose-related improvements | ergometry assessment of heart rate","The cognitive, subjective, and physical effects of a ginkgo biloba/panax ginseng combination in healthy volunteers with neurasthenic complaints. We ev"
10997806,train,413,"advanced non-small-cell lung cancer ( NSCLC ) : | Since July 1996 , 198 patients with non-operable NSCLC and measurable disease without previous chemotherapy entered the trial . Ninety nine patients ( group A )",plus carboplatin | versus paclitaxel | plus carboplatin | paclitaxel and carboplatin | plus carboplatin,dose response | response rate | response rate | Median time to progression | median survival | one-year survival | one-year survival | response rate | toxic death,Paclitaxel (175 mg/m2) plus carboplatin (6 AUC) versus paclitaxel (225 mg/m2) plus carboplatin (6 AUC) in advanced non-small-cell lung cancer (NSCLC):
10036953,train,160,with H. pylori infection were treated with,blockaders for | for Helicobacter | CAM ) and metrinidazole | MTZ ) . The,pylori infections . Comparison | safety of two | of H. pylori infection was 88,Triple therapy regimens involving H2 blockaders for therapy of Helicobacter pylori infections. Comparison of ranitidine and lansoprazole in short-term
2076713,train,258,"in hypertensive subjects . | double-blind , placebo controlled , parallel group | two appropriate groups .",perindopril and hydrochlorothiazide alone and in combination | in combination | perindopril or hydrochlorothiazide | hydrochlorothiazide . | perindopril and hydrochlorothiazide,pharmacodynamic effects | time course of angiotensin converting enzyme inhibition | blood pressure | diastolic blood pressure | systolic blood pressure | plasma renin activity | ACE inhibition | well tolerated | clinically significant change in routine haematology or serum biochemistry .,The effect of perindopril and hydrochlorothiazide alone and in combination on blood pressure and on the renin-angiotensin system in hypertensive subje
22092941,train,224,mohs micrographic surgery : | Mohs micrographic surgery ( MMS ) . | Patients undergoing MMS | Data were analyzed for 101 tumors .,mohs micrographic surgery : scalpel versus marker . | Mohs surgery | gentian violet marker | Mohs micrographic surgery ( MMS ) . | tissue margins oriented using light scoring using a scalpel versus marking them using a gentian violet marker .,tissue orientation loss | visible score mark scars | excessive scars,Maintaining tissue orientation during mohs micrographic surgery: scalpel versus marker. BACKGROUND Critical to the accuracy of Mohs surgery is the abi
11297722,train,206,restricting- and restricting-purging-type anorexia nervosa . | 35 patients with restricting-type anorexia nervosa . Anorexics | patients with anorexia nervosa,selective serotonin reuptake inhibitor | fluoxetine ( n = 16 ) or a placebo ( n = 19 ),weight restoration by contributing to maintenance of a healthy normal weight and a reduction of symptoms . | reduced relapse | significant increase in weight and reduction in symptoms .,Double-blind placebo-controlled administration of fluoxetine in restricting- and restricting-purging-type anorexia nervosa. BACKGROUND Anorexia nervos
12176916,train,193,chronic myeloid leukemia blast phase . | Seventy-three eligible patients,"randomized , controlled trial testing the benefit of the Pgp modulator , cyclosporin A ( CsA ) . | assigned to treatment with cytarabine and infusional daunorubicin with or without intravenous CsA .",no improvement | frequency of induction resistance | rate of complete remission or restored chronic phase | Blast expression of Pgp | rate of CR/CP,Cyclosporine inhibition of P-glycoprotein in chronic myeloid leukemia blast phase. Chronic myeloid leukemia blast phase (CML-BP) cells commonly expres
8376441,train,101,dynamic hip screw and the gamma locking nail . | 200 petrochanteric femoral fractures in elderly patients .,dynamic hip screw | gamma locking nail . | Dynamic Hip Screw and the Gamma locking nail | Gamma nail . | Gamma nail,intraoperative blood loss and a lower rate of wound complications | femoral shaft fracture,A prospective randomised comparison of the dynamic hip screw and the gamma locking nail. We made a randomised prospective comparison of the Dynamic Hi
17365975,train,219,"ST-elevation myocardial infarction | patients with ST-elevation myocardial infarction ( STEMI ) living in rural areas with long transfer delays to percutaneous coronary intervention ( PCI ) . | The NORwegian study on DIstrict treatment of STEMI ( NORDISTEMI ) | patients with STEMI of less than 6 hours of duration and more than 90 minutes expected time delay to PCI | A total of 266 patients | April 2006 , 109 patients","randomized controlled trial in patients with STEMI of less than 6 hours of duration and more than 90 minutes expected time delay to PCI . | receive full-dose thrombolysis , preferably pre-hospital , and then be randomized to either strategy .","combined incidence of death , reinfarction , stroke or new myocardial ischaemia .",The NORwegian study on DIstrict treatment of ST-elevation myocardial infarction (NORDISTEMI). OBJECTIVES Thrombolysis is the treatment of choice for p
7704288,train,319,"obese , insulin resistant , normoglycemic , hypertensive men . | 6 obese insulin resistant , normoglycemic hypertensive men were investigated ( age 49 +/- 2 years , BMI 27.6 +/- 1.2 , mean +/- SEM ) .",metformin and insulin | metformin treatment ( 850 mg b.i.d ) vs placebo .,"Blood pressure | glucose infusion rate ( GIR ) , muscle sympathetic nerve activity ( MSA ) and renal and total body norepinephrine ( NE ) kinetics ( radioisotope dilution ) | Fasting insulin | Resting MSA , total body and right renal NE spillover | Systolic and diastolic blood pressures | blood pressure or sympathetic activity","The effect of metformin and insulin on sympathetic nerve activity, norepinephrine spillover and blood pressure in obese, insulin resistant, normoglyce"
8888660,train,254,cardiac arrhythmias in African-American men with systemic hypertension and moderate to severe left ventricular hypertrophy . | 45 hypertensive African-American men with moderate to severe left ventricular ( LV ) hypertrophy . | subgroup of 24 patients . | hypertensive African-American men with moderate to severe LV hypertrophy,hydrochlorothiazide therapy | hydrochlorothiazide therapy | patients were treated with placebo followed by hydrochlorothiazide . | hydrochlorothiazide therapy . | hydrochlorothiazide .,"cardiac arrhythmias | ventricular arrhythmias | Clinical , biochemical , and 48-hour ambulatory electrocardiographic data | Signal-averaged electrocardiograms | Average LV posterior wall thickness | Systolic blood pressure ( BP ) | Serum potassium | ventricular premature contractions | ventricular tachycardia | signal-averaged electrocardiography | ventricular arrhythmias | signal-averaged electrocardiographic variables .",Effect of hydrochlorothiazide therapy on cardiac arrhythmias in African-American men with systemic hypertension and moderate to severe left ventricula
23303244,train,327,volunteers . | Single university hospital . | Ten male volunteers aged 18-28 ( mean 22 ) years .,"pulse oximetry | pulse oximetry | infusion experiments | Ringer 's acetate ( 20 ml kg ) , hydroxyethyl starch 130/0.4 ( 10 ml kg ) and a combination | infusions of Ringer 's | measuring haemoglobin","noninvasive haemoglobin measurement | acetate , pulse oximetry haemoglobin | solution decreased pulse oximetry haemoglobin | between all 956 pairs of pulse oximetry haemoglobin concentration and true haemoglobin",Accuracy of noninvasive haemoglobin measurement by pulse oximetry depends on the type of infusion fluid. CONTEXT Measurement of blood haemoglobin conc
16079640,train,344,patients with coronary artery disease . | patients with coronary artery disease ( CAD ) | CAD patients with average cholesterol levels . | Twenty-eight sedentary male patients with angiographically documented CAD and average pretreatment total plasma cholesterol levels ( 5.1+/-0.9 mmol/l ) aged 42-75 years were included . | patients with CAD and average cholesterol levels,mild endurance exercise training | Exercise training | mild exercise training | statin therapy | statin therapy ( pravastatin | exercise training therapy ( mild endurance exercise three or more times a week ) | Cardiopulmonary exercise | pravastatin therapy | Exercise training | mild endurance exercise training | mild endurance exercise training,"low-density lipoprotein cholesterol | ratio of total to high-density lipoprotein cholesterol | lipid profile . Peak oxygen consumption , maximal achieved workload and exercise duration | endothelium-dependent or independent vasomotor function in forearm resistance vessels .",Effect of mild endurance exercise training and pravastatin on peripheral vasodilatation of forearm resistance vessels in patients with coronary artery
